id,target
1,54.49890841240883
2,49.86003545871684
3,51.129947028606104
8,52.882567092661766
11,53.195379147296656
15,52.571441239742256
16,51.9735184500327
18,52.57691295599465
19,50.92728365253668
23,51.5956691251038
24,51.36734434301594
26,51.55343428689549
52,54.53015612013415
58,54.44820624363015
59,54.17117998927539
60,53.550651294041174
64,54.68132264526102
68,50.15065721941993
83,50.04361311446955
84,53.483770223720285
85,52.3036274484368
86,52.537371336132054
87,54.39059209242188
88,53.99446185808038
89,53.67660622866386
95,51.037218240514484
96,51.36690615996998
98,54.986182542119856
99,53.08667301075776
103,49.70307061646394
107,52.534744441935516
113,52.650687872719075
119,54.9709105212101
120,52.133011034777134
121,54.20811007374265
122,53.78547621758198
123,53.51319932157103
124,54.595577033553816
130,53.927850794815164
131,51.712242094471314
167,53.359135416954175
189,51.33538774490869
234,53.98625287303931
245,52.637794861313914
253,51.11878518826256
257,51.1907279762087
258,50.11603928818282
268,56.60927780382404
269,49.20628019813239
270,52.212477436313876
273,52.76213356440856
280,53.95264336123251
286,49.953601808487704
288,51.01433443998216
289,49.26340245866485
293,49.28702014539368
347,52.71871756263281
348,54.10467450133546
354,49.948423736842976
360,50.20096452665394
404,51.446190157214645
406,49.81324592250028
435,54.119685258318775
438,51.374516045986375
439,53.37453661233737
440,51.54006292913124
442,51.87680424378703
443,51.81135462772415
444,53.04634307699646
445,53.22694077952019
448,51.56561024677924
480,49.299617122755755
482,49.56738416250391
486,53.67507112081534
496,55.0059881019367
507,51.47232838297086
508,52.43869522709728
509,53.057035901393704
510,52.83466205609507
511,52.874826845854706
523,50.28344236199603
527,53.590138294608316
528,53.67667501945574
536,49.63058369780626
537,49.68912553561439
542,53.72328396149416
543,54.2453948601132
549,51.30333463869121
555,49.46398793419463
563,49.40119342747019
584,49.358361490925624
585,49.37648550746323
586,49.34648320267355
587,50.57627640336663
588,50.21045413036729
595,51.36771350648343
596,51.1291224695709
603,54.71603800586721
609,54.91123905172913
616,54.58443510702925
619,54.53352631051516
623,53.012840380726665
626,49.53851183684301
631,54.598816292370486
635,51.32033641483115
636,51.44348636674512
643,54.38428403824644
645,55.05573882164811
649,53.73706602939572
653,53.945436763711626
657,53.03753371828718
658,53.58422757913549
661,49.55492021030386
670,51.62634907563572
671,53.70268870857346
674,53.54554612791799
676,49.68947340485128
681,49.45197854365971
689,52.433437536455486
695,49.29768178222718
696,54.35685691231738
700,49.793013406094005
701,49.584546145929316
714,51.26832845496122
715,50.90891097250973
716,51.88637803211701
719,55.036827903575215
726,51.209571810413706
727,51.951464778591074
747,55.678682359417415
748,55.55405614237636
750,54.928652210834485
751,55.01177375612119
752,55.01177375612119
754,54.82340361044424
756,54.01681000825343
763,53.686573943951764
788,54.928652210834485
790,56.608869023753826
792,52.44408292945747
822,56.03778089736161
823,54.242702296108476
824,53.7986397489012
825,53.0562899367221
827,54.17028186004044
831,56.910116321687276
832,49.63605525397039
833,49.52650862050901
841,50.699904214421196
842,51.08258079909329
850,53.40111696605462
855,54.44820624363015
864,50.98540191275899
869,49.63185305529062
876,51.40694617400446
891,54.3632156581123
892,54.383624130178816
893,54.0809516876935
901,53.42489642585458
911,50.209777873228596
917,53.38197190559857
918,49.99793744097322
920,52.406149224692925
922,49.417238511954075
926,53.78861770172241
928,54.20866467825383
929,54.396163932676636
946,54.73705420862855
955,50.39231681808731
964,49.82994528328281
965,49.85216832199577
967,49.801932658862036
969,49.528124722796655
973,54.787393292022855
974,53.75324281030525
987,49.50616245707585
989,51.27847256784398
995,53.90783410430987
1007,54.26950575537742
1010,51.2017975353398
1015,54.7188014165638
1017,54.09266260021098
1032,54.46201689121648
1033,52.38449088358013
1042,52.85857605904264
1044,53.129275154141894
1056,54.96796920100003
1061,50.3971482942883
1066,50.5667321796119
1070,53.6812326483317
1071,51.563961688439846
1072,55.870382389725584
1073,50.95191911095666
1074,51.138471005534605
1076,54.186348332553216
1081,49.81242958528044
1082,54.08529005017474
1105,52.5084973871434
1111,49.60111444100098
1112,53.673762270302575
1122,50.424988770016824
1155,49.40665957790897
1156,54.05020607686633
1164,50.99962579570447
1169,53.997801922127294
1186,49.67350936251753
1187,49.55213514738126
1189,54.32990003893438
1190,55.1926313870038
1205,54.36375582623834
1206,51.080136770387824
1207,54.12448649340453
1208,51.07843359813606
1209,54.28322480704855
1223,50.96555043138116
1224,54.49646847594682
1225,52.84269710343021
1230,49.91589631291517
1244,49.28339840246713
1262,51.396778355813666
1263,51.153311407854495
1269,51.18291375852254
1270,49.386213642345155
1272,49.05516055772381
1281,49.481471746320125
1294,51.347768820358766
1295,51.69909552575789
1296,50.14479436908537
1298,50.385744929263375
1317,52.19458006899244
1318,49.99238332688903
1320,55.641918620668086
1323,54.307993666061364
1324,54.42250241857531
1325,54.95637844238237
1326,54.208266879026276
1332,54.995757191589455
1334,51.332085566487024
1335,53.825929875740286
1342,54.93182123958626
1343,54.505104569524605
1345,54.952598765199426
1347,53.504731907128836
1352,54.79248596317491
1354,55.33084991944126
1355,52.88513329636638
1358,56.36832391517359
1360,53.78526868653199
1364,56.87165685384187
1369,55.03110070091867
1371,50.36214368054119
1383,50.96029468168526
1384,49.589110762290076
1389,49.741889022610394
1390,51.26771214115256
1406,50.43717105177511
1409,52.7403265650786
1411,52.97180603523159
1412,51.14818233659405
1414,49.40119342747019
1426,49.67672234531567
1437,51.440375996331184
1456,53.794991500409594
1460,51.867705584661756
1461,52.35815766397318
1462,52.151327025484264
1474,49.31333006079734
1479,53.32276291126629
1485,49.05912808402209
1496,49.46039627893345
1526,54.778763495309775
1530,49.714885233404864
1534,54.326717329373736
1535,54.533127760849936
1537,54.25837990324189
1551,51.22072265044808
1553,49.8962572747991
1557,53.7422543403066
1561,49.956746862060335
1562,49.78483468082041
1575,51.59398929082496
1576,51.41462351047903
1577,53.88921546031479
1581,50.31410528629437
1584,53.48431819733661
1586,52.993107561155966
1591,55.09553534679868
1597,50.05935771963323
1612,54.02509894331281
1613,55.16868242885913
1614,51.61905798055045
1617,49.60907429822818
1618,49.961760899231585
1620,54.68372160933665
1622,50.48059461076689
1634,54.74960170626796
1636,53.123698581480284
1637,53.714736369413004
1638,49.783371346886334
1655,49.877066573875084
1659,56.564313250873795
1660,51.05732361113598
1661,53.40888668070898
1673,49.94735563122815
1674,49.40958260650319
1690,50.93474104253739
1694,49.429749207243596
1695,53.39301719422059
