id,target
1,54.1388937872944
2,49.77092343180564
3,50.75479950789555
8,52.124624720381306
11,53.56065478496036
15,52.897292962563654
16,51.57307568892787
18,52.906003740765094
19,50.33142588453366
23,51.8720222988262
24,50.89117294286013
26,51.39788881865168
52,54.47713083641935
58,54.35229087998377
59,54.4884382297374
60,52.81568704139947
64,55.20536851993653
68,48.92781118004752
83,50.350452894324896
84,53.40661503488992
85,52.72120146110325
86,52.56352590543449
87,54.51158319095207
88,54.73356138496833
89,53.81082383256675
95,50.18106843243765
96,50.560116502474436
98,55.35720322460752
99,52.82674670245991
103,49.68125486375974
107,53.29506489431121
113,52.61571093445663
119,54.745443493543945
120,51.79561923551466
121,54.90555427625503
122,53.25903020360358
123,53.84456321607614
124,55.869623387025925
130,54.18677196168447
131,52.376120715428826
167,53.418208910104696
189,51.13269113207397
234,53.8831079816468
245,53.3940418600475
253,50.585490456743166
257,52.08139182900198
258,51.61528724606495
268,57.843243519860906
269,49.05246521629248
270,52.62308383933234
273,53.211770514776205
280,54.12303239888392
286,49.36835891335541
288,50.54275256737213
289,48.813211764226445
293,49.412555812103044
347,53.328677380464796
348,53.742942980813275
354,50.073132438972706
360,49.96710644805583
404,50.71619015425638
406,49.50431124260445
435,53.73971173338198
438,51.22479595697298
439,52.875124638460555
440,50.7955293893841
442,51.54330877818967
443,51.48785010111059
444,53.129609515582445
445,54.444284067165945
448,51.341580955265464
480,48.82955975009782
482,49.877387972017914
486,52.95979653180812
496,55.33862274246004
507,51.42399221779751
508,52.458918059772074
509,53.89912091745466
510,52.99712616649733
511,52.47316791705116
523,49.747599726164424
527,53.358003121069025
528,53.61787688546929
536,49.41439980046493
537,49.39156892094431
542,54.039916153545654
543,54.41163597839312
549,50.8712947847016
555,48.95128794928002
563,48.93077627809002
584,49.20278854730881
585,49.0324285082281
586,48.8285993054885
587,51.503719992904024
588,51.323171409050964
595,51.63854831782979
596,50.650122944533315
603,54.242145382223356
609,54.96266190591327
616,54.204280116791736
619,54.54592084847159
623,53.30105093373256
626,49.07318719415922
631,54.45836166755917
635,50.979042654735224
636,50.98271245119271
643,55.029890530121875
645,55.223150407642386
649,54.19748961963923
653,53.38098192406863
657,52.68553485624441
658,53.281316169115115
661,49.90915421785752
670,51.13145108967575
671,53.95968525243824
674,52.68707786949451
676,49.37960960312814
681,49.213566003992554
689,52.82082510423058
695,48.8089088727866
696,54.0097580047574
700,49.77156634299434
701,49.108356776234594
714,51.26685217872536
715,50.39230393155743
716,52.11251793593535
719,55.41513985563028
726,51.098189653430026
727,51.880508801645966
747,55.919112546309734
748,56.113317942818874
750,54.76666766701407
751,55.02061986999599
752,55.02061986999599
754,54.840056642875
756,53.54097554969382
763,54.35899845308969
788,54.76666766701407
790,57.89471022986448
792,51.84345591564383
822,55.24523162493586
823,55.491797212237145
824,54.411039662201254
825,53.51886960662861
827,54.33758525780098
831,56.75832630663635
832,49.45224382151934
833,48.91131427541386
841,50.35716384812969
842,50.58615223521832
850,53.91012752728853
855,54.35229087998377
864,51.337067866441814
869,49.15257421080998
876,51.158395365452186
891,53.85249432650936
892,53.89955635104587
893,54.43165954210181
901,53.75656707420149
911,49.50168231984366
917,53.67831191051174
918,49.14695597688721
920,51.88709694279646
922,49.053855171135346
926,53.11237163000369
928,53.69661746796408
929,53.481314120881834
946,54.383442861113984
955,50.19563268313826
964,49.39066224917809
965,49.651877750497164
967,49.39478944205306
969,49.36704463505176
973,54.395643974821716
974,53.47104062596085
987,49.22976591657188
989,50.507351156944196
995,53.72972386998518
1007,54.182005332957324
1010,50.95657335122667
1015,54.96024288061529
1017,53.48383551742108
1032,54.9278420326809
1033,51.64587467339497
1042,53.69078727679159
1044,52.984252693596794
1056,54.53335317802232
1061,49.80311954469412
1066,50.89088122095895
1070,55.04149236837988
1071,51.167749921650156
1072,55.75345270859589
1073,51.394076786425
1074,50.192279558263145
1076,54.316232395002196
1081,49.45546955506381
1082,53.33333497755254
1105,51.87047363821459
1111,49.709704653585575
1112,53.787350223929806
1122,50.97726361925218
1155,49.10731103893367
1156,53.702332022360295
1164,50.45408492159192
1169,54.21451801281495
1186,49.83058478909906
1187,48.779926005615025
1189,53.69909103923702
1190,55.60462145265124
1205,55.12955026854654
1206,50.19051854103259
1207,55.35858974496256
1208,50.711439765663016
1209,54.53966629961364
1223,51.34569930382534
1224,54.10192788046815
1225,53.25055858314729
1230,49.59204414418315
1244,48.683706183139364
1262,50.47839170399016
1263,50.46355929627891
1269,51.50634756726151
1270,49.03684117839189
1272,48.43790173411067
1281,49.314151923644175
1294,50.61407354475799
1295,50.59243554048854
